featured,show-hide,url-evergreen,year-display,project-name_FULL,project-name,project-slug,project-addon,grant-id,organizations,full-description,short-statement,keywords,amount,amount-numeric,date-authorized,count,photo,website,superprogram,program,type,funding-round,first-letter,lookup,lookup2,wordpress-id,grouping,notes
,hide,,2016,Games for Change 2016-17 participation - Yough School District,Games for Change 2016-17 participation - Yough School District,games-for-change-2016-17-participation---yough-school-district,,3057-RML,Yough School District,N/A,,,see total,0,10/31/2016,0,,,Learning,Remake Learning,conference stipend,,g,Learning_2016_Remake Learning,Learning_Remake Learning_hide,,,
,show,/projects/2016/#games-for-change-2016-17-school-district-participation,2016,Games for Change 2016-17 school district participation,Games for Change 2016-17 school district participation,games-for-change-2016-17-school-district-participation,"$4,400 via 18 grants, 2016 Remake Learning conference stipend",!2016-10-31_multi(18)_games-for-change-2016-17-school-district-participation,,"Games for Change Student Challenge teacher training is a two-day professional development session on game principles, non-digital game design and how to implement the Mouse Serious Games curriculum on October 13th & 14th at transformED at the Allegheny Intermediate Unit. Selected teachers will receive structured professional development from Mouse, Games for Change, The Sprout Fund and Institute of Play to run the Mouse ‘Serious Game Design’ course for their students during the 2016-2017 academic year.",,"teachers, institute, mouse, student, principles, amp, courses, challenges","$4,400",4400,10/31/2016,18,,,Learning,Remake Learning,conference stipend,,g,Learning_2016_Remake Learning,Learning_Remake Learning_show,,,
,show,/projects/2016/#national-art-education-association-national-conference,2016,National Art Education Association National Conference,National Art Education Association National Conference,national-art-education-association-national-conference,"$1,500 » West Jefferson Hills School District, 2016 Remake Learning conference stipend",3090-RML,West Jefferson Hills School District,"Adam Gebhardt, art teacher and technology educator in West Jefferson Hills School District, will use a National Art Education Association National Conference Stipend to attend the national conference in New York City from March 2-4, 2017. The National Art Education Association National Conference is the largest art education conference in the world. The conference events focus on current trends in art education, policy changes, best practices, adaptations and modifications of teaching to meet the needs of all students, technological advances related to art education, and multiculturalism.",,"educators, conferences, teachers, multiculturalism, trends, stipend, national conference, associations, practices","$1,500",1500,10/31/2016,1,,,Learning,Remake Learning,conference stipend,,n,Learning_2016_Remake Learning,Learning_Remake Learning_show,,,
FALSE,show,/projects/s/#scitechs-outdoor-learning-environment,2016,SciTech’s Outdoor Learning Environment,SciTech’s Outdoor Learning Environment,scitechs-outdoor-learning-environment,"$3,000 » Pittsburgh Public Schools, 2016 Remake Learning project support",2926-RML,Pittsburgh Public Schools,"SciTech’s Outdoor Learning Environment, a project of Pittsburgh Public Schools, uses designs by Pittsburgh SciTech students to transform a patio space into an outdoor learning environment. The outdoor space will aid in covering topics such as urban gardening, weather-related, sustainability, and nutrition. The middle school students creating the space will serve both students in the space as well as teachers for pre-school aged students.",,"pre-school, teachers, sustainability, environments, nutrition, topics, gardening, patio","$3,000",3000,10/31/2016,1,,,Learning,Remake Learning,project support,,s,Learning_2016_Remake Learning,Learning_Remake Learning_show,30889,,
FALSE,show,/projects/2016/#crossing-fences-oral-history-celebrations-2016,2016,Crossing Fences Oral History Celebrations 2016,Crossing Fences Oral History Celebrations 2016,crossing-fences-oral-history-celebrations-2016,"$1,500 » SLB Radio Productions, Inc., 2016 Remake Learning sponsorship",3115-RML,"SLB Radio Productions, Inc.","Crossing Fences Oral History Celebrations, an even of SLB Radio, is a series of three neighborhood-specific events and one city-wide event celebrating the release of new oral history recordings produced by young men of color ages 10-18 who participated in SLB's Crossing Fences program. Events will occur between November 29 and December 6, 2016.",,"releases, fences, celebrations, ages, radio, color, slb","$1,500",1500,11/30/2016,1,,,Learning,Remake Learning,sponsorship,,c,Learning_2016_Remake Learning,Learning_Remake Learning_show,31091,,
FALSE,show,/projects/2016/#makers-clubhouse-steam-events,2016,Maker’s Clubhouse STEAM Events,Maker’s Clubhouse STEAM Events,makers-clubhouse-steam-events,"$3,500 » Bible Center Church, Inc., 2016 Remake Learning sponsorship",3116-RML,"Bible Center Church, Inc.","Maker's Clubhouse STEAM Events, an event series hosted by Bible Center Church, is a series of three events offering STEAM Learning enrichment opportunities to students attending Faison Elementary and young residents of the greater Homewood community. Events will take place from January 16, 2017 to April 10, 2017.",,"opportunities, learning, offerings, steam, clubhouse, makers, residents, bible, homewood","$3,500",3500,11/30/2016,1,,,Learning,Remake Learning,sponsorship,,m,Learning_2016_Remake Learning,Learning_Remake Learning_show,31092,,
FALSE,show,/projects/s/#seeing-duquesne-through-a-different-lens,2016,Seeing Duquesne Through a Different Lens,Seeing Duquesne Through a Different Lens,seeing-duquesne-through-a-different-lens,"$5,000 » Duquesne City School District, 2016 Remake Learning project support",3034-RML,Duquesne City School District,"Seeing Duquesne Through a Different Lens, a project of Duquesne City School District, fosters STEAM knowledge through inquiry-based learning using Google Expedition Kits. Grade level teachers and instructional coaches in the PreK-6 building will collaborate to design project-based learning opportunities using the Google Kits. Lessons will be designed with a technology and maker focus, with professional development workshops provided through the Center for Creativity and Common Sense Media. The STEAM Lending Library will also be utilized to borrow other virtual reality equipment to compliment the Google Kits.",,"google, teachers, workshops, lending, opportunities, duquesne, creativity, kits, lessons","$5,000",5000,11/30/2016,1,,,Learning,Remake Learning,project support,,s,Learning_2016_Remake Learning,Learning_Remake Learning_show,31094,,
FALSE,show,/projects/num/#1hood-select,2016,1Hood Select,1Hood Select,1hood-select,"$10,000 » The Legacy Arts Project Inc, 2016 Remake Learning project support",3058-RML,The Legacy Arts Project Inc,"1Hood Select, a project of 1Hood Media fiscally sponsored by The Legacy Arts Project, is an artist and entrepreneur professional development program that provides enhanced performance and income-generating opportunities for socially-conscious youth Hip Hop emcees of color. The curriculum focuses on songwriting, beat selection, performance readiness, grant writing, marketing, videography, and event planning. A culminating performance will take place at CAPA, with ticket sale and promotional merchandise proceeds distributed among the participants.",,"hop, hip, performances, curriculum, hood, merchandise, artists, entrepreneurs","$10,000",10000,12/31/2016,1,,,Learning,Remake Learning,project support,,num,Learning_2016_Remake Learning,Learning_Remake Learning_show,31362,,
FALSE,show,/projects/a/#allied-media-conference-pittsburgh-coalition,2016,Allied Media Conference Pittsburgh Coalition,Allied Media Conference Pittsburgh Coalition,allied-media-conference-pittsburgh-coalition,"$1,000 » New Sun Rising, 2016 Remake Learning project support",3117-RML,New Sun Rising,"Allied Media Conference Pittsburgh Coalition, a project fiscally sponsored by New Sun Rising, is a project to reinvigorate and align key priorities for media-producing & youth-serving agencies in Pittsburgh. BOOM Concepts, CMU’s CREATE Lab, and The Sprout Fund will work together to coordinate a city-wide coalition at the 2017 Allied Media Conference (AMC) in partnership with other Pittsburgh-based organizations. Upon return to Pittsburgh, the coalition will gather to debrief, discuss key findings, and work to create an open letter in service of small community organizations to funders and network leaders which will outline recommendations for work as a unified network of media and youth agencies.",,"coalition, priorities, media, conferences, organizations, recommendations, funders, key","$1,000",1000,12/31/2016,1,,,Learning,Remake Learning,project support,,a,Learning_2016_Remake Learning,Learning_Remake Learning_show,31379,,
,show,/projects/e/#ed-tech-refinery-partnership---peters-township-school-district,2016,Ed-Tech Refinery Partnership - Peters Township School District,Ed-Tech Refinery Partnership,ed-tech-refinery-partnership---peters-township-school-district,"$10,000 » Peters Township School District, 2016 Remake Learning project support",3149-EDTECH,Peters Township School District,"The Ed-Tech Refinery Partnership is a user testing / curriculum design / teacher training program in support of an Ed-Tech Refinery venture partner during the period of January 1, 2017 – June 30, 2017.",,"tech, refinery, ventures, teachers, users, partnerships, trainings, testing, partners","$10,000",10000,12/31/2016,1,,,Learning,Remake Learning,project support,,e,Learning_2016_Remake Learning,Learning_Remake Learning_show,,,
TRUE,show,/projects/highlights/learning/#green-city-remix,2016,Green City Remix,Green City Remix,green-city-remix,"$10,000 » Green Building Alliance, 2016 Remake Learning project support",3071-RML,Green Building Alliance,"Green City Remix, a project of Green Building Alliance, interweaves historical research with social change and design. Cohorts of high school learners will actively construct Pittsburgh’s environmental Smoke Control campaign through archival research, analyze it for social change strategies, and apply their knowledge to issues of importance to them. Participants will remix what they learned into an installation that will be on display at the Heinz History Center. Through this experience, learners will improve their historical thinking skills, build their critical understanding of change, and creatively visualize their learning with hands-on making.",Interweaving historical research with social change and design to support youth in developing an installation at the Heinz History Center.,"strategies, thinking, constructs, learning, understanding, skills, installations, participants, knowledge","$10,000",10000,12/31/2016,1,/photos/projects/green-city-remix.jpg,,Learning,Remake Learning,project support,,g,Learning_2016_Remake Learning,Learning_Remake Learning_show,31364,,Year Feature
FALSE,show,/projects/l/#lets-make-it-imaginative-thinking-happen,2016,Let’s Make IT (Imaginative Thinking) Happen,Let’s Make IT (Imaginative Thinking) Happen,lets-make-it-imaginative-thinking-happen,"$10,000 » Greenville Area School District, 2016 Remake Learning project support",3074-RML,Greenville Area School District,"Let’s Make IT (Imaginative Thinking) Happen, a project of Greenville Area School District, enables students in engineering courses at Greenville Junior/Senior High School to design, build, and create ornately themed bicycle racks and benches for the “Rails to Trails” section of their community. The students will additionally create a marketing campaign to accompany their prototype. Through the project students will become proficient in applying the processes of analysis, synthesis, and evaluation as they arrive at solutions to engineering challenges.",,"racks, rails, bicycles, evaluations, benches, greenville, solutions, synthesis, processes","$10,000",10000,12/31/2016,1,,,Learning,Remake Learning,project support,,l,Learning_2016_Remake Learning,Learning_Remake Learning_show,31365,,
TRUE,show,/projects/highlights/learning/#preservation-podcasts,2016,Preservation Podcasts,Preservation Podcasts,preservation-podcasts,"$10,000 » Young Preservationists Association, 2016 Remake Learning project support",3078-RML,Young Preservationists Association,"Preservation Podcasts, a project of Young Preservationists Association, are walking tour podcasts that highlight high school students’ knowledge of the Northside of Pittsburgh. The project connects history with technology as students gain first-hand experience working with professional recording equipment while telling the story of their neighborhood from their own perspective. The resulting podcasts additionally serve as a way to promote the history of the Northside to the general public in an accessible way.",Connecting history with technology as students gain first-hand experience working with professional recording equipment while telling the story of their neighborhood from their own perspective. ,"northside, preservation, preservationists, neighborhoods, perspectives, knowledge, highlights, recordings","$10,000",10000,12/31/2016,1,/photos/projects/preservation-podcasts.jpg,,Learning,Remake Learning,project support,,p,Learning_2016_Remake Learning,Learning_Remake Learning_show,31368,,Year Feature
FALSE,show,/projects/num/#100daysofvisibility,2017,#100DaysofVisibility,#100DaysofVisibility,100daysofvisibility,"$5,000 » ACHIEVA, 2017 100 Days project support",3118-100DAYS,ACHIEVA,"#100DaysofVisibility, a project of ACHIEVA, enables self-advocates with disabilities to discuss and share the issues that affect them and their community.",Enabling self-advocates with disabilities to discuss and share the issues that affect them and their community.,"shares, issues, achieva","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,num,Community_2017_100 Days,Community_100 Days_show,,,"Year Feature, Program Feature"
,show,/projects/num/#350pittsburgh-unite100,2017,350Pittsburgh Unite100,350Pittsburgh Unite100,350pittsburgh-unite100,"$2,500 » Thomas Merton Center, 2017 100 Days project support",3120-100DAYS,Thomas Merton Center,"350Pittsburgh Unite100, a project of the Thomas Merton Center, unites climate justice and social justice to build connections and strengthen responses to important issues.",,"connections, responses, climate, issues, thomas merton center","$2,500",2500,2/6/2017,1,,,Community,100 Days,project support,,num,Community_2017_100 Days,Community_100 Days_show,,,
,show,/projects/c/#circles-zero-six-eight,2017,Circles Zero Six Eight,Circles Zero Six Eight,circles-zero-six-eight,"$5,000 » East Liberty Development Inc, 2017 100 Days project support",3121-100DAYS,East Liberty Development Inc,"Circles Zero Six Eight, a project of East Liberty Development Inc., helps ex-offenders rebuild their lives through community, employment, and self-empowerment.",,"employment, inc, circles, lives, self-empowerment, ex-offenders","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,c,Community_2017_100 Days,Community_100 Days_show,,,
TRUE,show,/projects/highlights/community/#e3-engage-educate-empower,2017,"E3: Engage, Educate, Empower","E3: Engage, Educate, Empower",e3-engage-educate-empower,"$5,000 » New Voices Pittsburgh, 2017 100 Days project support",3123-100DAYS,New Voices Pittsburgh,"E3: Engage, Educate, Empower, a project of New Voices Pittsburgh, provides training and engagement to enable young Black women and femmes to take a stand and effect local change.",Providing training and engagement to enable young Black women and femmes to take a stand and effect local change.,"trainings, voices, stands, femmes, effects, black women","$5,000",5000,2/6/2017,1,/photos/projects/e3-engage-educate-empower.jpg,,Community,100 Days,project support,,e,Community_2017_100 Days,Community_100 Days_show,,,
,hide,,2017,_FAILED__Conflict Kitchen Guest Chef Program,_FAILED__Conflict Kitchen Guest Chef Program,failedconflict-kitchen-guest-chef-program,,3122-100DAYS,Carnegie Mellon University,"Conflict Kitchen Guest Chef Program, a project of Carnegie Mellon University, opens minds and palates by bringing the food and stories of recent immigrants to greater Pittsburgh restaurants.",,"chefs, kitchen, foods, minds, carnegie mellon university, immigrants, stories, guests",$0,0,2/6/2017,0,,,Community,100 Days,project support,,f,Community_2017_100 Days,Community_100 Days_hide,,,
FALSE,show,/projects/f/#fighting-fear-while-building-bridges,2017,Fighting Fear While Building Bridges,Fighting Fear While Building Bridges,fighting-fear-while-building-bridges,"$5,000 » New Sun Rising, 2017 100 Days project support",3124-100DAYS,New Sun Rising,"Fighting Fear While Building Bridges, a project of New Sun Rising, fights fear in the first 100 days within Latino communities in Pittsburgh.",Fighting fear in the first 100 days within Latino communities in Pittsburgh.,"latinos, fights, fighting, communities, new sun, building bridges","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,f,Community_2017_100 Days,Community_100 Days_show,,,"Year Feature, Program Feature"
,show,/projects/f/#from-ignorance-to-action,2017,From Ignorance to Action,From Ignorance to Action,from-ignorance-to-action,"$5,000 » A Jewish Voice for Peace, 2017 100 Days project support",3125-100DAYS,A Jewish Voice for Peace,"From Ignorance to Action, a project of A Jewish Voice for Peace, spreads solidarity and respect for the Muslim and refugee experience through canvassing, education, and community-building.",,"ignorance, refugees, respect, peace, experiences, actions, spreads, canvassing","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,f,Community_2017_100 Days,Community_100 Days_show,,,
TRUE,show,/projects/highlights/community/#global-minds,2017,Global Minds,Global Minds,global-minds,"$4,500 » Global Minds Initiative, Inc., 2017 100 Days project support",3126-100DAYS,"Global Minds Initiative, Inc.","Global Minds, a project of Global Minds Initiative Inc., works to combat cultural intolerance by linking high school age English language learners and native speakers.",Working to combat cultural intolerance by linking high school age English language learners and native speakers.,"speakers, minds, initiatives, intolerance, inc, combat","$4,500",4500,2/6/2017,1,/photos/projects/global-minds.jpg,,Community,100 Days,project support,,g,Community_2017_100 Days,Community_100 Days_show,,,"Year Feature, Program Feature"
,show,/projects/2017/#greater-pittsburgh-coalition-against-violence-womens-empowerment-award-event,2017,The Greater Pittsburgh Coalition Against Violence Women's Empowerment Award Event,The Greater Pittsburgh Coalition Against Violence Women's Empowerment Award Event,greater-pittsburgh-coalition-against-violence-womens-empowerment-award-event,"$500 » Black Political Empowerment Project, 2017 100 Days sponsorship",3145-100DAYS,Black Political Empowerment Project,"Women’s Empowerment Award Event, an event hosted by Black Political Empowerment Project, recognizes women’s organizations and individual women doing anti-violence work in Pittsburgh communities. The event will take place April 18, 2017.",,"organizations, awards, individuals, communities",$500,500,2/6/2017,1,,,Community,100 Days,sponsorship,,g,Community_2017_100 Days,Community_100 Days_show,,,
,show,/projects/h/#hopewell-vikings-create-a-world-of-difference,2017,Hopewell Vikings Create a World of Difference,Hopewell Vikings Create a World of Difference,hopewell-vikings-create-a-world-of-difference,"$4,750 » Hopewell Area School District, 2017 100 Days project support",3127-100DAYS,Hopewell Area School District,"Hopewell Vikings Create a World of Difference, a project of Hopewell Area School District, trains middle school students to be student leaders dedicated to maintaining a safe, welcoming school environment.",,"environments, trains, middle, vikings, differences, student leaders","$4,750",4750,2/6/2017,1,,,Community,100 Days,project support,,h,Community_2017_100 Days,Community_100 Days_show,,,
,show,/projects/i/#irenes-dream-luncheon,2017,Irene’s Dream Luncheon,Irene’s Dream Luncheon,irenes-dream-luncheon,"$5,000 » Bartko Foundation, 2017 100 Days project support",3128-100DAYS,Bartko Foundation,"Irene’s Dream Luncheon, a project of the Bartko Foundation, supports single mothers of color in achieving the goals they set for themselves.",,"mothers, luncheon, goals, color, foundations, dreams, themselves","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,i,Community_2017_100 Days,Community_100 Days_show,,,
,show,/projects/l/#lets-cook,2017,Let's Cook,Let's Cook,lets-cook,"$5,000 » North Hills Community Outreach, 2017 100 Days project support",3143-100DAYS,North Hills Community Outreach,"Let's Cook, a project of North Hills Community Outreach, empowers families in Millvale to overcome food desert barriers through no cost Food Transformation Workshops facilitated by professional chefs, dieticians, and graduate students.",,"workshops, graduates, chefs, barriers, foods, cook, deserts, cost, hills","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,l,Community_2017_100 Days,Community_100 Days_show,,,
TRUE,show,/projects/highlights/community/#muslim-ally-training,2017,Muslim Ally Training,Muslim Ally Training,muslim-ally-training,"$500 » Union Project, 2017 100 Days sponsorship",3146-100DAYS,Union Project,"Muslim Ally Training, an event hosted by the Union Project in partnership with the Islamic Center of Pittsburgh and Food Truck, is a dynamic diversity training that teaches participants how to ensure comfort and convey solidarity with Muslims in America.",Teaching community members how to ensure comfort and convey solidarity with Muslims in America through a dynamic diversity training.,"solidarity, participants, diversity, ally, america, partnerships, unions, comfort, trainings",$500,500,2/6/2017,1,/photos/projects/muslim-ally-training.jpg,,Community,100 Days,sponsorship,,m,Community_2017_100 Days,Community_100 Days_show,,,Program Feature
TRUE,show,/projects/highlights/community/#off-the-street-and-into-the-kitchen,2017,Off the Street and Into the Kitchen,Off the Street and Into the Kitchen,off-the-street-and-into-the-kitchen,"$5,000 » Community Kitchen Pittsburgh, 2017 100 Days project support",3129-100DAYS,Community Kitchen Pittsburgh,"Off the Street and Into the Kitchen, a project of Community Kitchen Pittsburgh, works to get ex-offenders off the street and into the kitchen through paid farm-to-table restaurant training.",Bringing ex-offenders off the street and into the kitchen through paid farm-to-table restaurant training.,"restaurants, streets, trainings, ex-offenders","$5,000",5000,2/6/2017,1,/photos/projects/off-the-street-and-into-the-kitchen.jpg,,Community,100 Days,project support,,o,Community_2017_100 Days,Community_100 Days_show,,,
,show,/projects/o/#opening-hearts-and-minds-connecting-old-and-new-stories-of-immigration,2017,Opening Hearts and Minds: Connecting Old and New Stories of Immigration,Opening Hearts and Minds: Connecting Old and New Stories of Immigration,opening-hearts-and-minds-connecting-old-and-new-stories-of-immigration,"$4,250 » Allegheny County Library Association, 2017 100 Days project support",3144-100DAYS,Allegheny County Library Association,"Opening Hearts and Minds: Connecting Old and New Stories of Immigration, a project of Allegheny County Library Association, will collect immigration stories from 5 recent and 5 long-time residents in order to engage the community in discussions around the",,"immigration, discussions, library, minds, hearts, allegheny, residents, opening","$4,250",4250,2/6/2017,1,,,Community,100 Days,project support,,o,Community_2017_100 Days,Community_100 Days_show,,,
TRUE,show,/projects/highlights/community/#pghyouthvision,2017,#PGHYouthVision,#PGHYouthVision,pghyouthvision,"$5,000 » Bike Pittsburgh, 2017 100 Days project support",3119-100DAYS,Bike Pittsburgh,"#PGHYouthVision, a project of Bike Pittsburgh, shares youth perspectives about the future of our region with policymakers and organizers through a media campaign, data collection, and a town hall event in Spring 2017.","Sharing youth perspectives about the future of our region with policymakers and organizers through a media campaign, data collection, and a town hall event.","policymakers, perspectives, bikes, youth, shares, hall, springs","$5,000",5000,2/6/2017,1,/photos/projects/pghyouthvision.jpg,,Community,100 Days,project support,,p,Community_2017_100 Days,Community_100 Days_show,,,Program Feature
,show,/projects/p/#portrait-project-faces-from-within,2017,The Portrait Project: Faces From Within,The Portrait Project: Faces From Within,portrait-project-faces-from-within,"$5,000 » New Sun Rising, 2017 100 Days project support",3138-100DAYS,New Sun Rising,"The Portrait Project: Faces From Within, a project of New Sun Rising, documents prisoner stories about systemic injustice and the lack of adequate health care at Fayette SCI.",,"sci, documents, faces, lack, portraits, prisoners, stories, health care","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,p,Community_2017_100 Days,Community_100 Days_show,,,
TRUE,show,/projects/highlights/community/#prototype-workshop-series,2017,Prototype Workshop Series,Prototype Workshop Series,prototype-workshop-series,"$5,000 » New Sun Rising, 2017 100 Days project support",3130-100DAYS,New Sun Rising,"Prototype Workshop Series, a project of New Sun Rising, breaks down gendered stereotypes through feminist workshops in making, engineering, self-advocacy, and more.","Breaking down gendered stereotypes through feminist workshops in making, engineering, and self-advocacy.","feminist, workshops, engineering, prototype, breaks, new sun, self-advocacy","$5,000",5000,2/6/2017,1,/photos/projects/prototype-workshop-series.jpg,,Community,100 Days,project support,,p,Community_2017_100 Days,Community_100 Days_show,,,
FALSE,show,/projects/2017/#reel-q-presents-reel-stories-the-freedom-to-marry,2017,"Reel Q Presents: Reel Stories ""The Freedom to Marry""","Reel Q Presents: Reel Stories ""The Freedom to Marry""",reel-q-presents-reel-stories-the-freedom-to-marry,"$500 » Pittsburgh Lesbian and Gay Film Society, 2017 100 Days sponsorship",3147-100DAYS,Pittsburgh Lesbian and Gay Film Society,"Reel Q Presents: Reel Stories ""The Freedom to Marry"", an event hosted by the Pittsburgh Lesbian and Gay Film Society, is a free screening of “Freedom to Marry”, a film which documents the course of marriage equality in last years' Supreme Court historic r","Supporting a free screening and discussion of “Freedom to Marry,” a film which documents the course of marriage equality leading to the historic Supreme Court ruling. ","supreme court, society, reel, documents, stories, screenings, courses, marriage equality",$500,500,2/6/2017,1,,,Community,100 Days,sponsorship,,r,Community_2017_100 Days,Community_100 Days_show,,,Program Feature
,show,/projects/r/#renovating-community-bridges,2017,Renovating Community Bridges,Renovating Community Bridges,renovating-community-bridges,"$5,000 » Amizade Global Service-Learning, 2017 100 Days project support",3131-100DAYS,Amizade Global Service-Learning,"Renovating Community Bridges, a project of Amizade Global Service-Learning, links urban and rural communities in Western Pennsylvania through youth dialogue, exchange, and service.",,"links, communities, exchanges, learning, western pennsylvania, youth, dialogues","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,r,Community_2017_100 Days,Community_100 Days_show,,,
,show,/projects/r/#repairing-youth-police-relations,2017,Repairing Youth Police Relations,Repairing Youth Police Relations,repairing-youth-police-relations,"$5,000 » Carnegie Mellon University, 2017 100 Days project support",3132-100DAYS,Carnegie Mellon University,"Repairing Youth Police Relations, a project of Carnegie Mellon University, works to improve relationships between youth and police through dialogue and creative expression.",,"relationships, youth, relations, police, expressions, dialogues","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,r,Community_2017_100 Days,Community_100 Days_show,,,
FALSE,show,/projects/r/#reporting-on-the-effects-of-the-new-administration,2017,Reporting on the Effects of the New Administration,Reporting on the Effects of the New Administration,reporting-on-the-effects-of-the-new-administration,"$5,000 » PublicSource, 2017 100 Days project support",3133-100DAYS,PublicSource,"Reporting on the Effects of the New Administration, a project of PublicSource, publishes articles on the effects of federal policies on the Pittsburgh region, including healthcare, immigration, education, and economics.","Publishing articles on the effects of federal policies on the Pittsburgh region, including healthcare, immigration, education, and economics.","economics, articles, policies, reporting, immigration, effects, new administration","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,r,Community_2017_100 Days,Community_100 Days_show,,,Program Feature
TRUE,show,/projects/highlights/community/#shattered-glass-podcast,2017,Shattered Glass Podcast,Shattered Glass Podcast,shattered-glass-podcast,"$2,200 » New Sun Rising, 2017 100 Days project support",3134-100DAYS,New Sun Rising,"Shattered Glass Podcast, a project of New Sun Rising, tells the stories of extraordinary women breaking the glass ceiling.",Telling the stories of extraordinary women breaking the glass ceiling.,"ceiling, stories, podcasts, new sun","$2,200",2200,2/6/2017,1,/photos/projects/shattered-glass-podcast.jpg,,Community,100 Days,project support,,s,Community_2017_100 Days,Community_100 Days_show,,,"Year Feature, Program Feature"
FALSE,show,/projects/s/#she-runs-swpa,2017,She Runs SWPA,She Runs SWPA,she-runs-swpa,"$4,750 » Women and Girls Foundation, 2017 100 Days project support",3135-100DAYS,Women and Girls Foundation,"She Runs SWPA, a project of the Women and Girls Foundation, empowers more women to run for local office through coalition-building, grassroots outreach, and demystification of the political process.","Empowering more women to run for local office through coalition-building, grassroots outreach, and demystification of the political process.","grassroots, runs, girls, foundations, swpa, coalition-building, demystification","$4,750",4750,2/6/2017,1,,,Community,100 Days,project support,,s,Community_2017_100 Days,Community_100 Days_show,,,Program Feature
TRUE,show,/projects/highlights/community/#soil-superheroes,2017,The Soil Superheroes,The Soil Superheroes,soil-superheroes,"$5,000 » New Sun Rising, 2017 100 Days project support",3139-100DAYS,New Sun Rising,"The Soil Superheroes, a project fiscally sponsored by New Sun Rising, investigates soil lead levels in Homewood through youth-led exploration and research.",Investigating soil lead levels in Homewood through youth-led exploration and research.,"superheroes, explorations, levels, homewood, new sun","$5,000",5000,2/6/2017,1,/photos/projects/soil-superheroes.jpg,,Community,100 Days,project support,,s,Community_2017_100 Days,Community_100 Days_show,,,Program Feature
TRUE,show,/projects/highlights/community/#standing-strong-together,2017,Standing Strong Together,Standing Strong Together,standing-strong-together,"$4,950 » Planned Parenthood of Western Pennsylvania, 2017 100 Days project support",3136-100DAYS,Planned Parenthood of Western Pennsylvania,"Standing Strong Together, a project of Planned Parenthood of Western Pennsylvania, equips individuals with artmaking and engagement tools to advocate for reproductive rights.",Equipping individuals with artmaking and engagement tools to advocate for reproductive rights.,"advocates, individuals, planned parenthood, tools, western pennsylvania, standing, engagement, artmaking","$4,950",4950,2/6/2017,1,/photos/projects/standing-strong-together.jpg,,Community,100 Days,project support,,s,Community_2017_100 Days,Community_100 Days_show,,,
TRUE,show,/projects/highlights/community/#thats-us,2017,That’s Us,That’s Us,thats-us,"$5,000 » Primary Care Health Services, Inc., 2017 100 Days project support",3137-100DAYS,"Primary Care Health Services, Inc.","That’s Us, a project of Primary Care Health Services, is enfranchising Allegheny County residents by establishing a network of grassroots change agents.",Enfranchising Allegheny County residents by establishing a network of grassroots change agents and promoting voter registration.,"health, grassroots, network, residents, allegheny, county, agents","$5,000",5000,2/6/2017,1,/photos/projects/thats-us.jpg,,Community,100 Days,project support,,t,Community_2017_100 Days,Community_100 Days_show,,,Program Feature
,show,/projects/t/#transient,2017,Transient,Transient,transient,"$5,000 » Northside Common Ministries, 2017 100 Days project support",3140-100DAYS,Northside Common Ministries,"Transient, a project of Northside Common Ministries, is a film that expresses the fears, ideas, and solutions of trans people in the Pittsburgh region.",,"solutions, ministries, fears, ideas, northside","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,t,Community_2017_100 Days,Community_100 Days_show,,,
FALSE,show,/projects/t/#two-cultures-one-me,2017,"Two Cultures, One Me","Two Cultures, One Me",two-cultures-one-me,"$5,000 » South Hills Interfaith Movement, 2017 100 Days project support",3141-100DAYS,South Hills Interfaith Movement,"Two Cultures, One Me, a project of South Hills Interfaith Movement, gives refugee teens a voice through self-exploration, artistic expression, and public outreach.",,"outreach, cultures, movement, expressions, refugees, teens, voices, hills","$5,000",5000,2/6/2017,1,,,Community,100 Days,project support,,t,Community_2017_100 Days,Community_100 Days_show,,,
TRUE,show,/projects/highlights/community/#we-speak-soccer,2017,We Speak Soccer,We Speak Soccer,we-speak-soccer,"$5,000 » Pittsburgh Soccer in the Community, 2017 100 Days project support",3142-100DAYS,Pittsburgh Soccer in the Community,"We Speak Soccer, a project of Pittsburgh Soccer in the Community, forges connections between immigrants, refugees, and the greater Pittsburgh community through a mutual love of the game.","Forging connections between immigrants, refugees, and the greater Pittsburgh community through a mutual love of the game.","immigrants, refugees, forges, connections, love","$5,000",5000,2/6/2017,1,/photos/projects/we-speak-soccer.jpg,,Community,100 Days,project support,,w,Community_2017_100 Days,Community_100 Days_show,,,Program Feature
